scorer_short_name,nationality_name,total_game_changing_goals,avg_elo_improvement,fc26_overall_rating
Thomas Ulimwengu,,2,No Elo Data,
Thompson Oliha,,1,No Elo Data,
Thompson Usiyan,,2,No Elo Data,
Thorgan Hazard,,4,No Elo Data,
Thorstein Helstad,,3,No Elo Data,
Thrizen Leader,,1,No Elo Data,
Thulani Hlatshwayo,,1,No Elo Data,
Thuwein Waziri,,1,No Elo Data,
Théo Bongonda,,2,No Elo Data,
Théo Hernandez,,2,No Elo Data,
Théodore Nzue Nguema,,1,No Elo Data,
Théophile Abega,,1,No Elo Data,
Tia Koffi,,1,No Elo Data,
Tiberio Godoy,,2,No Elo Data,
Tibor Jančula,,5,No Elo Data,
Tibor Nyilasi,,9,No Elo Data,
Tibor Vigh,,1,No Elo Data,
Tico-Tico,,3,No Elo Data,
Tigran Barseghyan,,4,No Elo Data,
Tijan Jaiteh,,2,No Elo Data,
Tijani Babangida,,1,No Elo Data,
Tijjani Reijnders,,2,No Elo Data,
Tim Bredbury,,1,No Elo Data,
Tim Cahill,,20,No Elo Data,
Tim Kleindienst,Germany,1,-61.0,81.0
Tim Matavž,,5,No Elo Data,
Tim Payne,,1,No Elo Data,
Timmy Simons,,4,No Elo Data,
Timo Werner,Germany,2,-1.0,77.0
Timofei Kalachev,,4,No Elo Data,
Timote Moleni,,1,No Elo Data,
Timothy Castagne,Belgium,1,-139.0,76.0
Timur Kapadze,,2,No Elo Data,
Tin Jedvaj,Croatia,1,68.0,74.0
Tinol Christie,,1,No Elo Data,
Tiquanny Williams,,1,No Elo Data,
Tita,,3,No Elo Data,
Titi Camara,,6,No Elo Data,
Titus Buberník,,2,No Elo Data,
Titus Elva,,1,No Elo Data,
Titus Mulama,,1,No Elo Data,
Titus Ozon,,1,No Elo Data,
Tivadar Monostori,,1,No Elo Data,
Tjaronn Chery,,1,No Elo Data,
Tjay De Barr,,2,No Elo Data,
Toby Alderweireld,,1,No Elo Data,
Todi Jónsson,,3,No Elo Data,
Todor Diev,,2,No Elo Data,
Todor Nedelev,,4,No Elo Data,
Todor Veselinović,,2,No Elo Data,
Tokelo Rantie,,1,No Elo Data,
Tokhirjon Muminov,,1,No Elo Data,
Tol Kimchi,,1,No Elo Data,
Tolu Arokodare,,1,No Elo Data,
Tolutau Vane,,1,No Elo Data,
Tom Boyd,,2,No Elo Data,
Tom Finney,,1,No Elo Data,
Tom Høgli,,1,No Elo Data,
Tom Lawrence,,2,No Elo Data,
Tom Lund,,6,No Elo Data,
Tom McColl,,3,No Elo Data,
Tom McCulloch,,1,No Elo Data,
Tom Rogic,,3,No Elo Data,
Tom Sundby,,1,No Elo Data,
Tom Turesson,,2,No Elo Data,
Tomas Brolin,,7,No Elo Data,
Tomas Danilevičius,,4,No Elo Data,
Tomas Jun,,1,No Elo Data,
Tomas Ramelis,,4,No Elo Data,
Tomas Ražanauskas,,4,No Elo Data,
Tomas Žiukas,,1,No Elo Data,
Tomasz Frankowski,,4,No Elo Data,
Tomasz Hajto,,1,No Elo Data,
Tomasz Radzinski,,1,No Elo Data,
Tomasz Wałdoch,,1,No Elo Data,
Tome Faisi,,1,No Elo Data,
Tome Pačovski,,1,No Elo Data,
Tomer Hemed,,5,No Elo Data,
Tomislav Kaloperović,,1,No Elo Data,
Tommy Casey,,1,No Elo Data,
Tommy Coyne,,1,No Elo Data,
Tommy Lindholm,,1,No Elo Data,
Tommy Ring,,1,No Elo Data,
Tommy Semmy,,3,No Elo Data,
Tommy Smith,,2,No Elo Data,
Tommy Taylor,,3,No Elo Data,
Tomokazu Myojin,,1,No Elo Data,
Tomás Balcázar,,3,No Elo Data,
Tomás Fernández,Argentina,1,16.0,66.0
Tomás Gamboa,,1,No Elo Data,
Tomás Rincón,,1,No Elo Data,
Tomás Rodríguez,,1,No Elo Data,
Tomáš Bobček,Slovakia,1,No Elo Data,66.0
Tomáš Chorý,Czechia,1,No Elo Data,75.0
Tomáš Holeš,Czechia,1,No Elo Data,76.0
Tomáš Hübschman,,1,No Elo Data,
Tomáš Necid,,3,No Elo Data,
Tomáš Pekhart,,1,No Elo Data,
Tomáš Pospíchal,,2,No Elo Data,
Tomáš Rigo,Slovakia,1,No Elo Data,70.0
Tomáš Rosický,,4,No Elo Data,
Tomáš Sivok,,1,No Elo Data,
Tomáš Skuhravý,,6,No Elo Data,
Tomáš Souček,Czechia,6,No Elo Data,78.0
Tomáš Suslov,Slovakia,3,No Elo Data,72.0
Toni Fruk,Croatia,1,46.0,75.0
Toni Kroos,,2,No Elo Data,
Toni Polster,,11,No Elo Data,
Tony Adams,,1,No Elo Data,
Tony Cascarino,,5,No Elo Data,
Tony Galvin,,1,No Elo Data,
Tony Grealish,,1,No Elo Data,
Tony Henderson,,1,No Elo Data,
Tony Laus,,1,No Elo Data,
Tony Mawejje,,2,No Elo Data,
Tony Persson,,1,No Elo Data,
Tony Senechal,,2,No Elo Data,
Tony Varjund,,1,No Elo Data,
Tony Woodcock,,3,No Elo Data,
Tony Yeboah,,4,No Elo Data,
Topu Barman,,1,No Elo Data,
Tor Fuglset,,1,No Elo Data,
Toral Bayramov,,2,No Elo Data,
Torbjörn Jonsson,,1,No Elo Data,
Tore André Dahlum,,1,No Elo Data,
Tore André Flo,,6,No Elo Data,
Tore Reginiussen,,1,No Elo Data,
Torkil Nielsen,,1,No Elo Data,
Tornike Okriashvili,,5,No Elo Data,
Tosaint Ricketts,,2,No Elo Data,
Toshio Iwatani,,1,No Elo Data,
Toshiya Fujita,,1,No Elo Data,
Tosin Aiyegun,Benin,1,No Elo Data,71.0
Tostão,,5,No Elo Data,
Toto Tamuz,,1,No Elo Data,
Traianos Dellas,,1,No Elo Data,
Tranquillo Barnetta,,1,No Elo Data,
Trayon Bobb,,2,No Elo Data,
Tremain Paul,,2,No Elo Data,
Trent Sainsbury,,2,No Elo Data,
Tressor Moreno,,2,No Elo Data,
Tresór Toropité,,1,No Elo Data,
Trevor Anderson,,1,No Elo Data,
Trevor Brooking,,1,No Elo Data,
Trevor Francis,,4,No Elo Data,
Trevor Peters,,1,No Elo Data,
Trifon Ivanov,,4,No Elo Data,
Troy Parrott,,4,No Elo Data,
Tryggvi Guðmundsson,,3,No Elo Data,
Trésor Mputu,,5,No Elo Data,
Trézéguet,,5,No Elo Data,
Trải Văn Đào,,1,No Elo Data,
Trần Phi Sơn,,1,No Elo Data,
Tsepo Lekhoana,,1,No Elo Data,
Tsepo Seturumane,,2,No Elo Data,
Tshepiso Molwantwa,,3,No Elo Data,
Tshering Dorji,,2,No Elo Data,
Tsukasa Shiotani,,1,No Elo Data,
Tuncay,,6,No Elo Data,
Tuncay Şanlı,,1,No Elo Data,
Tuomo Hakala,,1,No Elo Data,
Turbie Terblanche,,1,No Elo Data,
Turlough O'Connor,,1,No Elo Data,
Tursunali Rustamov,,2,No Elo Data,
Tutizama Tanito,,1,No Elo Data,
Tyio Simon,,1,No Elo Data,
Tymerlan Huseynov,,3,No Elo Data,
Tyrese Noslin,Curacao,1,No Elo Data,66.0
Tyrese Spicer,Trinidad and Tobago,1,No Elo Data,63.0
Tyrone Conraad,,1,No Elo Data,
Tyrone Loran,,1,No Elo Data,
Tyrone Marshall,,1,No Elo Data,
Tyrone White,,1,No Elo Data,
Témime Lahzami,,1,No Elo Data,
Túlio Maravilha,,1,No Elo Data,
Tümer Metin,,3,No Elo Data,
Ubaldo Cruche,,1,No Elo Data,
Uche Ikpeazu,,1,No Elo Data,
Uche Okechukwu,,1,No Elo Data,
Ul Radike Mateiwai,,1,No Elo Data,
Uladzimir Makowski,,2,No Elo Data,
Ulan Konysbayev,,1,No Elo Data,
Ulf Eriksson,,1,No Elo Data,
Ulf Kirsten,,8,No Elo Data,
Uli Hoeneß,,1,No Elo Data,
Ulises de la Cruz,,2,No Elo Data,
Ulrich Haynes,,1,No Elo Data,
Ulrich Kapolongo,,1,No Elo Data,
Ulrich Lepaye,,1,No Elo Data,
Ulugbek Bakayev,,3,No Elo Data,
Umar Sadiq,Nigeria,1,No Elo Data,77.0
Umberto Barberis,,2,No Elo Data,
Umut Bulut,,2,No Elo Data,
Umut Nayir,Turkey,1,54.0,70.0
Uni Arge,,2,No Elo Data,
Uri Malmilian,,1,No Elo Data,
Uriel Antuna,,2,No Elo Data,
Urmas Rooba,,1,No Elo Data,
Uwa Elderson Echiéjilé,,1,No Elo Data,
Uwe Rahn,,2,No Elo Data,
Uwe Seeler,,8,No Elo Data,
V. P. Sathyan,,1,No Elo Data,
V. Sundramoorthy,,1,No Elo Data,
Vadim Evseev,,1,No Elo Data,
Vadim Rață,Moldova,1,No Elo Data,63.0
Vadim Vasilyev,,2,No Elo Data,
Vaggelis Panakis,,1,No Elo Data,
Vagif Javadov,,3,No Elo Data,
Vahdat Hanonov,,1,No Elo Data,
Vahid Halilhodžić,,1,No Elo Data,
Vahid Hashemian,,2,No Elo Data,
Vakoun Issouf Bayo,Ivory Coast,1,48.0,69.0
Valdas Ivanauskas,,5,No Elo Data,
Valdes Pasolini,,1,No Elo Data,
Valdir Pereira,,1,No Elo Data,
Valentin Belkevich,,1,No Elo Data,
Valentin Ivanov,,1,No Elo Data,
Valentin Kozmich Ivanov,,4,No Elo Data,
Valentin Mihăilă,Romania,1,No Elo Data,72.0
Valentin Stocker,,2,No Elo Data,
Valentino Lazaro,,3,No Elo Data,
Valentín Mendoza,,1,No Elo Data,
Valeri Aleksanyan,,1,No Elo Data,
Valeri Bojinov,,1,No Elo Data,
Valeri Gromyko,,1,No Elo Data,
Valeri Qazaishvili,Georgia,5,No Elo Data,74.0
Valerian Gvilia,,1,No Elo Data,
Valerijus Mižigurskis,,1,No Elo Data,
Valeriu Andronic,,1,No Elo Data,
Valeriu Călinoiu,,1,No Elo Data,
Valeriu Pogorelov,,1,No Elo Data,
Valeriy Porkujan,,1,No Elo Data,
Valery Gromyko,,1,No Elo Data,
Valery Karpin,,4,No Elo Data,
Valery Kechinov,,2,No Elo Data,
Valery Kichin,,1,No Elo Data,
Valery Ondo,,1,No Elo Data,
Valery Voronin,,2,No Elo Data,
Valon Berisha,Kosovo,2,No Elo Data,68.0
Valter Birsa,,2,No Elo Data,
Valērijs Šabala,,4,No Elo Data,
Vangelis Pavlidis,Greece,1,No Elo Data,82.0
Vaniel Sirin,,1,No Elo Data,
Varazdat Haroyan,,3,No Elo Data,
Vasil Bozhikov,,1,No Elo Data,
Vasili Berezutski,,4,No Elo Data,
Vasili Kulkov,,2,No Elo Data,
Vasilije Adžić,Montenegro,1,No Elo Data,65.0
Vasilis Dimitriadis,,1,No Elo Data,
Vasilis Torosidis,,8,No Elo Data,
Vassilios Tsiartas,,4,No Elo Data,
Vassilis Lambropoulos,,1,No Elo Data,
Vassos Melanarkitis,,1,No Elo Data,
Vasyl Rats,,1,No Elo Data,
Vaughan Coveny,,6,No Elo Data,
Vavá,,4,No Elo Data,
Veaceslav Posmac,,1,No Elo Data,
Vedad Ibišević,,4,No Elo Data,
Vedat Muriqi,Kosovo,13,No Elo Data,79.0
Vedran Ćorluka,,1,No Elo Data,
Vegard Forren,,1,No Elo Data,
Veigar Páll Gunnarsson,,1,No Elo Data,
Veldin Hodža,,1,No Elo Data,
Velibor Vasović,,2,No Elo Data,
Velizar Dimitrov,,1,No Elo Data,
Venancio Ramos,,2,No Elo Data,
Ventsislav Hristov,,1,No Elo Data,
Veresa Toma,,6,No Elo Data,
Viacheslav Knizaev,,2,No Elo Data,
Vicente Aguirre,,3,No Elo Data,
Vicente Flores,,1,No Elo Data,
Vicente Guillot,,1,No Elo Data,
Vicente Matías Vuoso,,2,No Elo Data,
Vicente Pereda,,1,No Elo Data,
Vicente Rodríguez,,1,No Elo Data,
Vicente Sánchez,,3,No Elo Data,
Vicente Wanchope,,1,No Elo Data,
Vicente de la Mata,,2,No Elo Data,
Victor Agali,,2,No Elo Data,
Victor Froholdt,,1,No Elo Data,
Victor Ikpeba,,1,No Elo Data,
Victor Karpenko,,1,No Elo Data,
Victor Lemberechts,,1,No Elo Data,
Victor Lindelöf,,1,No Elo Data,
Victor Moses,,4,No Elo Data,
Victor Núñez,,1,No Elo Data,
Victor Obinna,,3,No Elo Data,
Victor Osimhen,,7,No Elo Data,
Victor Pițurcă,,1,No Elo Data,
Victor Pálsson,Iceland,2,No Elo Data,67.0
Victor Stînă,,1,No Elo Data,
Victorien Adebayor,,3,No Elo Data,
Vidadi Rzayev,,1,No Elo Data,
Vidar Davidsen,,1,No Elo Data,
Vidas Dančenka,,1,No Elo Data,
Viktor Claesson,,4,No Elo Data,
Viktor Fayzulin,,1,No Elo Data,
Viktor Gyökeres,,4,No Elo Data,
Viktor Kolotov,,4,No Elo Data,
Viktor Onopko,,2,No Elo Data,
Viktor Pečovský,,1,No Elo Data,
Viktor Ponedelnik,,4,No Elo Data,
Viktor Popov,Bulgaria,1,No Elo Data,68.0
Viktor Tsyhankov,,7,No Elo Data,
Viktor Zubarev,,1,No Elo Data,
Viliami Tikoipau,,1,No Elo Data,
Viliami Vaitaki,,1,No Elo Data,
Viljormur Davidsen,,3,No Elo Data,
Vilmos Kohut,,1,No Elo Data,
Vilmos Sebők,,1,No Elo Data,
Vilmos Vanczák,,2,No Elo Data,
Vincent Aboubakar,,11,No Elo Data,
Vincent Candela,,1,No Elo Data,
Vincent Casimir,,1,No Elo Data,
Vincent John,,1,No Elo Data,
Vincent Kompany,,1,No Elo Data,
Vincent Kwarula,,1,No Elo Data,
Vincent Laban,,2,No Elo Data,
Vincent Mutale,,1,No Elo Data,
Vincenzo Iaquinta,,1,No Elo Data,
Vinceroy Nelson,,1,No Elo Data,
Vinícius Júnior,,6,No Elo Data,
Viorel Frunză,,3,No Elo Data,
Viorel Mateianu,,1,No Elo Data,
Viorel Moldovan,,7,No Elo Data,
Virgil Ghiță,,1,No Elo Data,
Virgil Misidjan,,1,No Elo Data,
Virgil van Dijk,Netherlands,5,16.5,90.0
Virgilio Ferreira,,2,No Elo Data,
Virgilio Levratto,,1,No Elo Data,
Virgilio Sille,,1,No Elo Data,
Virgilio Sillie,,1,No Elo Data,
Virgiliu Postolachi,Moldova,1,No Elo Data,66.0
Virginijus Baltušnikas,,3,No Elo Data,
Virginio De Paoli,,1,No Elo Data,
Visar Musliu,North Macedonia,1,No Elo Data,68.0
Vita Lutonadio,,1,No Elo Data,
Vital Bulyga,,1,No Elo Data,
Vitali Kutuzov,,5,No Elo Data,
Vitali Rodionov,,2,No Elo Data,
Vitali Sparyshev,,1,No Elo Data,
Vitalie Damașcan,,1,No Elo Data,
Vitalij Lux,,3,No Elo Data,
Vitalis Takawira,,2,No Elo Data,
Vitaliy Khmelnytskyi,,1,No Elo Data,
Vitaliy Kosovskyi,,1,No Elo Data,
Vitaliy Mykolenko,,1,No Elo Data,
Vitaly Daraselia,,1,No Elo Data,
Vitaly Lisakovich,,4,No Elo Data,
Vitālijs Astafjevs,,3,No Elo Data,
Viðar Örn Kjartansson,,1,No Elo Data,
Vladan Lukić,,1,No Elo Data,
Vladica Kovačević,,1,No Elo Data,
Vladimir Bayramov,,1,No Elo Data,
Vladimir Beschastnykh,,6,No Elo Data,
Vladimir Bystrov,,2,No Elo Data,
Vladimir Dvalishvili,,1,No Elo Data,
Vladimir Edouard,,1,No Elo Data,
Vladimir Fedotov,,2,No Elo Data,
Vladimir Jugović,,1,No Elo Data,
Vladimir Koman,,1,No Elo Data,
Vladimir Kragić,,1,No Elo Data,
Vladimir Loginov,,1,No Elo Data,
Vladimir Maminov,,1,No Elo Data,
Vladimir Muntyan,,2,No Elo Data,
Vladimir Petrović,,2,No Elo Data,
Vladimir Shishelov,,1,No Elo Data,
Vladimir Voskoboinikov,,1,No Elo Data,
Vladimiro Schettina,,1,No Elo Data,
Vladimirs Babičevs,,3,No Elo Data,
Vladimirs Kamešs,,1,No Elo Data,
Vladimirs Koļesņičenko,,1,No Elo Data,
Vladimír Coufal,Czechia,1,No Elo Data,73.0
Vladimír Darida,,2,No Elo Data,
Vladimír Hagara,,1,No Elo Data,
Vladimír Hruška,,1,No Elo Data,
Vladimír Labant,,2,No Elo Data,
Vladimír Táborský,,1,No Elo Data,
Vladimír Weiss,,4,No Elo Data,
Vladimír Šmicer,,8,No Elo Data,
Vladislav Baboglo,,2,No Elo Data,
Vladislav Malkevich,,1,No Elo Data,
Vladislav Morozov,,1,No Elo Data,
Vladislav Radimov,,1,No Elo Data,
Vladislavs Gutkovskis,Latvia,4,No Elo Data,64.0
Vladyslav Vanat,Ukraine,2,No Elo Data,76.0
Vlastimil Bubník,,2,No Elo Data,
Vlatko Stojanovski,,1,No Elo Data,
Vokhid Shodiev,,1,No Elo Data,
Voldemārs Plade,,1,No Elo Data,
Volodymyr Muntyan,,1,No Elo Data,
Volodymyr Onyshchenko,,1,No Elo Data,
Volodymyr Yezerskiy,,1,No Elo Data,
Vratislav Greško,,1,No Elo Data,
Vratislav Lokvenc,,3,No Elo Data,
Vurlon Mills,,1,No Elo Data,
Vyacheslav Amin,,1,No Elo Data,
Vyacheslav Sukristov,,1,No Elo Data,
Vykintas Slivka,,2,No Elo Data,
Vytautas Andriuškevičius,,1,No Elo Data,
Václav Daněk,,3,No Elo Data,
Václav Němeček,,4,No Elo Data,
Václav Pilař,,3,No Elo Data,
Václav Svěrkoš,,1,No Elo Data,
Václav Černý,Czechia,1,No Elo Data,77.0
Vágner Love,,1,No Elo Data,
Vénuste Baboula,,1,No Elo Data,
Víctor Aguayo,,1,No Elo Data,
Víctor Aristizábal,,6,No Elo Data,
Víctor Bonilla,,2,No Elo Data,
Víctor Celestino Algañaraz,,1,No Elo Data,
Víctor Espárrago,,1,No Elo Data,
Víctor Pacheco,,1,No Elo Data,
Víctor Pedraza,,1,No Elo Data,
Víctor Rangel,,2,No Elo Data,
Víctor René Mendieta Ocampo,,2,No Elo Data,
Víctor Rogelio Ramos,,1,No Elo Data,
Víctor Ruiz,,3,No Elo Data,
Víctor Turcios,,1,No Elo Data,
Víctor Ugarte,,2,No Elo Data,
Víctor Velásquez,,1,No Elo Data,
Víctor Zegarra,,1,No Elo Data,
Vítor Baía,,1,No Elo Data,
Vüqar Nadirov,,1,No Elo Data,
Vīts Rimkus,,1,No Elo Data,
Wael Nazha,,1,No Elo Data,
Wagdan Mahmoud Shadli,,1,No Elo Data,
Wagner Lopes,,2,No Elo Data,
Wahbi Khazri,,6,No Elo Data,
Wahyt Orazsähedow,,1,No Elo Data,
Waldemar Victorino,,1,No Elo Data,
Waldir Guerra,,1,No Elo Data,
Waldo Ponce,,2,No Elo Data,
Waleed Ali,,2,No Elo Data,
Waleed Hamzah,,2,No Elo Data,
Waleed Salim Al-Lami,,1,No Elo Data,
Walid Abbas,,2,No Elo Data,
Walid Abu Al-Sel,,3,No Elo Data,
Walid Al-Nasser,,1,No Elo Data,
Walid Badir,,4,No Elo Data,
Walieldin Khedr,,1,No Elo Data,
Walt Schmotolocha,,1,No Elo Data,
Walter Ayoví,,2,No Elo Data,
Walter Bahr,,1,No Elo Data,
Walter Bakouma,,1,No Elo Data,
Walter Boyd,,2,No Elo Data,
Walter Casagrande,,2,No Elo Data,
Walter Centeno,,7,No Elo Data,
Walter Dietrich,,1,No Elo Data,
Walter Julián Martínez,,2,No Elo Data,
Walter Pearson,,1,No Elo Data,
Walter Samuel,,1,No Elo Data,
Walter Schachner,,8,No Elo Data,
Wan Chi Keung,,2,No Elo Data,
Wang Baoshan,,2,No Elo Data,
Wang Jilian,,1,No Elo Data,
Wang Lu,,1,No Elo Data,
Wang Rui,,1,No Elo Data,
Wang Shangyuan,China PR,1,No Elo Data,66.0
Wang Yudong,China PR,1,No Elo Data,60.0
Ward Al Salama,,1,No Elo Data,
Warner Brown,,1,No Elo Data,
Warren Archibald,,2,No Elo Data,
Warren Caddy,,2,No Elo Data,
Warren Feeney,,2,No Elo Data,
Warren Granados,,1,No Elo Data,
Warren Madrigal,,1,No Elo Data,
Wartan Ghazarian,,1,No Elo Data,
Waseem Al-Bzour,,1,No Elo Data,
Washington,United States,1,-56.0,62.0
Washington Muñoz,,2,No Elo Data,
Washington Puente,,1,No Elo Data,
Wasieu Sounmonu,,1,No Elo Data,
Wataru Endo,Japan,1,-16.0,79.0
Wayne Rooney,,16,No Elo Data,
Webster Chikabala,,2,No Elo Data,
Wellington Sánchez,,1,No Elo Data,
Wensley Christoph,,2,No Elo Data,
Werner Heine,,1,No Elo Data,
Werner Krämer,,1,No Elo Data,
Werner Otto,,1,No Elo Data,
Wes McLeod,,1,No Elo Data,
Wesam Rizik,,1,No Elo Data,
Wesley Marquette,,1,No Elo Data,
Wesley Robinson,,1,No Elo Data,
Wesley Sneijder,,11,No Elo Data,
Wesley Sonck,,6,No Elo Data,
Wessam Abou Ali,Denmark,3,No Elo Data,67.0
Weston McKennie,,3,No Elo Data,
Widodo Cahyono Putro,,3,No Elo Data,
Wilberforce Mfum,,3,No Elo Data,
Wilbur Cush,,1,No Elo Data,
Wilde-Donald Guerrier,,3,No Elo Data,
Wilfred de Lanoy,,1,No Elo Data,
Wilfredo Alvarado,,1,No Elo Data,
Wilfredo Camacho,,2,No Elo Data,
Wilfried Bony,,6,No Elo Data,
Wilfried Puis,,2,No Elo Data,
Wilfried Urbain Elvis Endzanga,,2,No Elo Data,
Wilfried Van Moer,,4,No Elo Data,
Wilfried Zaha,,1,No Elo Data,
Wilhelm Kreuz,,2,No Elo Data,
Wilko Risser,,1,No Elo Data,
Will Johnson,England,1,35.0,52.0
Willi Lippens,,1,No Elo Data,
Willi Orbán,,4,No Elo Data,
William Carvalho,,3,No Elo Data,
William Chiroque,,1,No Elo Data,
William François,,1,No Elo Data,
William Gallas,,1,No Elo Data,
William Jebor,,1,No Elo Data,
William N'Gounou,,1,No Elo Data,
William Ouma,,3,No Elo Data,
William Ramallo,,1,No Elo Data,
William Renderos Iraheta,,3,No Elo Data,
William Sango,,1,No Elo Data,
William Sunsing,,2,No Elo Data,
William Troost-Ekong,,4,No Elo Data,
William Wilson,,1,No Elo Data,
Willian,Brazil,1,-3.0,78.0
Willie August Marango,,1,No Elo Data,
Willie Irvine,,1,No Elo Data,
Willie Klutse,,2,No Elo Data,
Willington Ortiz,,4,No Elo Data,
Willy Brokamp,,1,No Elo Data,
Willy Jäggi,,2,No Elo Data,
Willy Semedo,,1,No Elo Data,
Willy Stephanus,,1,No Elo Data,
Willy Tröger,,1,No Elo Data,
Willy van de Kerkhof,,2,No Elo Data,
Willy van der Kuijlen,,2,No Elo Data,
Wilmar Cabrera,,2,No Elo Data,
Wilmer Cabrera,,1,No Elo Data,
Wilmer Velásquez,,3,No Elo Data,
Wilson Chevalier,,1,No Elo Data,
Wilson Gaspar,,1,No Elo Data,
Wilson Oruma,,1,No Elo Data,
Wilson Palacios,,1,No Elo Data,
Wim Jansen,,1,No Elo Data,
Wim Jonk,,1,No Elo Data,
Wim Kieft,,3,No Elo Data,
Wim Rijsbergen,,1,No Elo Data,
Wim van Hanegem,,2,No Elo Data,
Winston Kalengo,,1,No Elo Data,
Winston Parks,,1,No Elo Data,
Winston Reid,,1,No Elo Data,
Winston Roberts,,1,No Elo Data,
Wissem Ben Yahia,,1,No Elo Data,
Witi,Mozambique,2,No Elo Data,68.0
Witson Nyirenda,,1,No Elo Data,
Witthaya Laohakul,,1,No Elo Data,
Wladimir Baýramow,,1,No Elo Data,
Wojciech Kowalczyk,,1,No Elo Data,
Wole Odegbami,,1,No Elo Data,
Wolfgang Overath,,3,No Elo Data,
Wolfgang Weber,,1,No Elo Data,
Wolfram Löwe,,1,No Elo Data,
Wong Chi-keung,,1,No Elo Data,
Wong Wai,,1,No Elo Data,
Woo Sang-kwon,,1,No Elo Data,
Wout Weghorst,,6,No Elo Data,
Wouter Brokke,,1,No Elo Data,
Wu Chun-ching,,2,No Elo Data,
Wu Kwok Hung,,1,No Elo Data,
Wu Lei,China PR,8,No Elo Data,71.0
Wu Wei'an,,1,No Elo Data,
Wu Xi,China PR,2,No Elo Data,70.0
Wun Chee Keung,,1,No Elo Data,
Wynton Rufer,,2,No Elo Data,
Wálter Flores,,1,No Elo Data,
Włodzimierz Lubański,,5,No Elo Data,
Włodzimierz Smolarek,,5,No Elo Data,
Xabi Alonso,,4,No Elo Data,
Xaver Schlager,Austria,1,21.0,80.0
Xavi,,4,No Elo Data,
Xavi Simons,,1,No Elo Data,
Xavier Chen,,1,No Elo Data,
Xavier Samin,,1,No Elo Data,
Xherdan Shaqiri,Switzerland,11,27.22,78.0
Xiao Zhi,,2,No Elo Data,
Xie Hui,,2,No Elo Data,
Xie Yuxin,,1,No Elo Data,
Xu Deshuai,,1,No Elo Data,
Xu Hong,China PR,2,No Elo Data,48.0
Xu Yonglai,,1,No Elo Data,
Xu Yunlong,,3,No Elo Data,
Yacine Bezzaz,,1,No Elo Data,
Yacine Brahimi,,1,No Elo Data,
Yahya Al-Shehri,,3,No Elo Data,
Yahya Golmohammadi,,2,No Elo Data,
Yahya Madon,,1,No Elo Data,
Yakubu,Ghana,5,1.25,71.0
Yakubu Mambo,,1,No Elo Data,
Yamba Asha,,1,No Elo Data,
Yan Vorogovsky,,2,No Elo Data,
Yang Chen,,1,No Elo Data,
Yang Xu,,3,No Elo Data,
Yang Zhaohui,,1,No Elo Data,
Yangel Herrera,,1,No Elo Data,
Yanik Frick,,1,No Elo Data,
Yankuba Minteh,Gambia,1,No Elo Data,77.0
Yann Sommer,Switzerland,1,56.0,87.0
Yannick Aristide,,1,No Elo Data,
Yannick Bolasie,,2,No Elo Data,
Yannick Carrasco,,2,No Elo Data,
Yannick Semedo,,1,No Elo Data,
Yannick Stopyra,,2,No Elo Data,
Yaqoob Juma Al-Mukhaini,,2,No Elo Data,
Yarden Shua,,1,No Elo Data,
Yaser Hamed,,1,No Elo Data,
Yaser Kasim,,1,No Elo Data,
Yaser Salem Ali,,4,No Elo Data,
Yasin Ayari,,1,No Elo Data,
Yasser Al-Qahtani,,7,No Elo Data,
Yasser Al-Shahrani,,2,No Elo Data,
Yasser Baldé,,1,No Elo Data,
Yasser Ibrahim,,1,No Elo Data,
Yasser Radwan,,2,No Elo Data,
Yassine Chikhaoui,,3,No Elo Data,
Yassine Meriah,,1,No Elo Data,
Yasuhito Endō,,3,No Elo Data,
Yasuyuki Konno,,1,No Elo Data,
Yasuyuki Kuwahara,,1,No Elo Data,
Yatma Diouck,,1,No Elo Data,
Yaya Touré,,3,No Elo Data,
Yazan Al-Arab,,4,No Elo Data,
Yazan Al-Naimat,,5,No Elo Data,
Ye Nyunt,,1,No Elo Data,
Yeferson Soteldo,,1,No Elo Data,
Yegor Titov,,4,No Elo Data,
Yehoshua Glazer,,4,No Elo Data,
Yeltsin Tejeda,,1,No Elo Data,
Yerkebulan Seydakhmet,,1,No Elo Data,
Yerry Mina,,7,No Elo Data,
Yervand Krbachyan,,1,No Elo Data,
Yevgeniy Yablonskiy,,2,No Elo Data,
Yevhen Konoplyanka,,1,No Elo Data,
Yevhen Seleznyov,,2,No Elo Data,
Yiannos Ioannou,,1,No Elo Data,
Yiasoumis Yiasoumi,,1,No Elo Data,
Yngve Brodd,,2,No Elo Data,
Yoane Wissa,DR Congo,5,28.33,82.0
Yoann Gourcuff,,1,No Elo Data,
Yoann Langlet,,1,No Elo Data,
Yoel Bárcenas,,1,No Elo Data,
Yohan Roche,,1,No Elo Data,
Yohance Marshall,,1,No Elo Data,
Yong Jin-Li,,1,No Elo Data,
Yoo Sang-chul,,3,No Elo Data,
Yoon Bit-garam,,1,No Elo Data,
Yordan Letchkov,,2,No Elo Data,
Yoshinori Muto,,1,No Elo Data,
Yoshito Ōkubo,,1,No Elo Data,
Yossi Abukasis,,1,No Elo Data,
Yossi Benayoun,,8,No Elo Data,
Youcef Belaïli,,3,No Elo Data,
